year,a_council,total,topic,share,n
2011,Nationalrat,1792,Raumplanung Wohnungswesen,0.025669642857142856,46
2011,Ständerat,179,Raumplanung Wohnungswesen,0.022346368715083796,4
2011,Bundesrat,61,Raumplanung Wohnungswesen,0,0
2011,Volksinitiative,3,Raumplanung Wohnungswesen,0,0
2012,Nationalrat,1852,Raumplanung Wohnungswesen,0.03401727861771058,63
2012,Ständerat,187,Raumplanung Wohnungswesen,0.026737967914438502,5
2012,Bundesrat,84,Raumplanung Wohnungswesen,0,0
2012,Volksinitiative,10,Raumplanung Wohnungswesen,0,0
2013,Nationalrat,1940,Raumplanung Wohnungswesen,0.029896907216494847,58
2013,Ständerat,182,Raumplanung Wohnungswesen,0.01098901098901099,2
2013,Bundesrat,86,Raumplanung Wohnungswesen,0,0
2013,Volksinitiative,11,Raumplanung Wohnungswesen,0,0
2014,Nationalrat,1994,Raumplanung Wohnungswesen,0.03259779338014042,65
2014,Ständerat,185,Raumplanung Wohnungswesen,0.032432432432432434,6
2014,Bundesrat,84,Raumplanung Wohnungswesen,0.023809523809523808,2
2014,Volksinitiative,7,Raumplanung Wohnungswesen,0,0
2015,Nationalrat,1944,Raumplanung Wohnungswesen,0.02726337448559671,53
2015,Ständerat,174,Raumplanung Wohnungswesen,0.028735632183908046,5
2015,Bundesrat,71,Raumplanung Wohnungswesen,0.04225352112676056,3
2015,Volksinitiative,4,Raumplanung Wohnungswesen,0.25,1
2016,Nationalrat,1811,Raumplanung Wohnungswesen,0.02319160684704583,42
2016,Ständerat,171,Raumplanung Wohnungswesen,0.07017543859649122,12
2016,Bundesrat,69,Raumplanung Wohnungswesen,0.043478260869565216,3
2016,Volksinitiative,3,Raumplanung Wohnungswesen,0,0
2017,Nationalrat,2048,Raumplanung Wohnungswesen,0.03076171875,63
2017,Ständerat,179,Raumplanung Wohnungswesen,0.05027932960893855,9
2017,Bundesrat,60,Raumplanung Wohnungswesen,0.03333333333333333,2
2017,Volksinitiative,7,Raumplanung Wohnungswesen,0.14285714285714288,1
2018,Nationalrat,1127,Raumplanung Wohnungswesen,0.023070097604259095,26
2018,Ständerat,82,Raumplanung Wohnungswesen,0.012195121951219513,1
2018,Bundesrat,39,Raumplanung Wohnungswesen,0.05128205128205129,2
2018,Volksinitiative,2,Raumplanung Wohnungswesen,0.5,1
2000,Nationalrat,239,Kultur,0,0
2000,Ständerat,33,Kultur,0,0
2000,Bundesrat,9,Kultur,0,0
2000,Volksinitiative,5,Kultur,0,0
2001,Nationalrat,1172,Kultur,0.02986348122866894,35
2001,Ständerat,122,Kultur,0.00819672131147541,1
2001,Bundesrat,70,Kultur,0.04285714285714286,3
2001,Volksinitiative,5,Kultur,0,0
2002,Nationalrat,1139,Kultur,0.021071115013169446,24
2002,Ständerat,138,Kultur,0.014492753623188406,2
2002,Bundesrat,82,Kultur,0.024390243902439025,2
2003,Nationalrat,1054,Kultur,0.018975332068311195,20
2003,Ständerat,115,Kultur,0.008695652173913044,1
2003,Bundesrat,73,Kultur,0.04109589041095891,3
2003,Volksinitiative,2,Kultur,0,0
2004,Nationalrat,1249,Kultur,0.024819855884707764,31
2004,Ständerat,123,Kultur,0.016260162601626015,2
2004,Bundesrat,75,Kultur,0,0
2004,Volksinitiative,3,Kultur,0,0
2005,Nationalrat,1348,Kultur,0.021513353115727,29
2005,Ständerat,135,Kultur,0.007407407407407407,1
2005,Bundesrat,74,Kultur,0.013513513513513513,1
2005,Volksinitiative,3,Kultur,0,0
2006,Nationalrat,1352,Kultur,0.019970414201183433,27
2006,Ständerat,124,Kultur,0.016129032258064516,2
2006,Bundesrat,91,Kultur,0.04395604395604396,4
2006,Volksinitiative,6,Kultur,0,0
2007,Nationalrat,1398,Kultur,0.011444921316165953,16
2007,Ständerat,136,Kultur,0.007352941176470589,1
2007,Bundesrat,82,Kultur,0.08536585365853659,7
2007,Volksinitiative,4,Kultur,0,0
2008,Nationalrat,1644,Kultur,0.01338199513381995,22
2008,Ständerat,142,Kultur,0.00704225352112676,1
2008,Bundesrat,60,Kultur,0,0
2008,Volksinitiative,6,Kultur,0.16666666666666669,1
2009,Nationalrat,2104,Kultur,0.02376425855513308,50
2009,Ständerat,201,Kultur,0.02487562189054726,5
2009,Bundesrat,79,Kultur,0.012658227848101267,1
2009,Volksinitiative,7,Kultur,0.14285714285714288,1
2010,Nationalrat,1873,Kultur,0.023491724506139882,44
2010,Ständerat,184,Kultur,0.016304347826086956,3
2010,Bundesrat,100,Kultur,0,0
2010,Volksinitiative,6,Kultur,0,0
2011,Nationalrat,1792,Kultur,0.012834821428571428,23
2011,Ständerat,179,Kultur,0.027932960893854747,5
2011,Bundesrat,61,Kultur,0.01639344262295082,1
2011,Volksinitiative,3,Kultur,0,0
2012,Nationalrat,1852,Kultur,0.02429805615550756,45
2012,Ständerat,187,Kultur,0.021390374331550804,4
2012,Bundesrat,84,Kultur,0.011904761904761904,1
2012,Volksinitiative,10,Kultur,0,0
2013,Nationalrat,1940,Kultur,0.029896907216494847,58
2013,Ständerat,182,Kultur,0.049450549450549455,9
2013,Bundesrat,86,Kultur,0.011627906976744186,1
2013,Volksinitiative,11,Kultur,0,0
2014,Nationalrat,1994,Kultur,0.03961885656970913,79
2014,Ständerat,185,Kultur,0.07567567567567568,14
2014,Bundesrat,84,Kultur,0.011904761904761904,1
2014,Volksinitiative,7,Kultur,0,0
2015,Nationalrat,1944,Kultur,0.03446502057613168,67
2015,Ständerat,174,Kultur,0.05172413793103448,9
2015,Bundesrat,71,Kultur,0,0
2015,Volksinitiative,4,Kultur,0,0
2016,Nationalrat,1811,Kultur,0.04583103257868581,83
2016,Ständerat,171,Kultur,0.052631578947368425,9
2016,Bundesrat,69,Kultur,0,0
2016,Volksinitiative,3,Kultur,0,0
2017,Nationalrat,2048,Kultur,0.03857421875,79
2017,Ständerat,179,Kultur,0.04469273743016759,8
2017,Bundesrat,60,Kultur,0.03333333333333333,2
2017,Volksinitiative,7,Kultur,0,0
2018,Nationalrat,1127,Kultur,0.043478260869565216,49
2018,Ständerat,82,Kultur,0.024390243902439025,2
2018,Bundesrat,39,Kultur,0,0
2018,Volksinitiative,2,Kultur,0,0
2000,Nationalrat,239,Bildung,0.058577405857740586,14
2000,Ständerat,33,Bildung,0.06060606060606061,2
2000,Bundesrat,9,Bildung,0,0
2000,Volksinitiative,5,Bildung,0.2,1
2001,Nationalrat,1172,Bildung,0.04607508532423208,54
2001,Ständerat,122,Bildung,0.02459016393442623,3
2001,Bundesrat,70,Bildung,0.02857142857142857,2
2001,Volksinitiative,5,Bildung,0,0
2002,Nationalrat,1139,Bildung,0.03424056189640035,39
2002,Ständerat,138,Bildung,0.014492753623188406,2
2002,Bundesrat,82,Bildung,0.024390243902439025,2
2003,Nationalrat,1054,Bildung,0.031309297912713474,33
2003,Ständerat,115,Bildung,0.043478260869565216,5
2003,Bundesrat,73,Bildung,0.0547945205479452,4
2003,Volksinitiative,2,Bildung,0,0
2004,Nationalrat,1249,Bildung,0.04323458767013611,54
2004,Ständerat,123,Bildung,0.03252032520325203,4
2004,Bundesrat,75,Bildung,0.026666666666666665,2
2004,Volksinitiative,3,Bildung,0,0
2005,Nationalrat,1348,Bildung,0.039317507418397624,53
2005,Ständerat,135,Bildung,0.07407407407407407,10
2005,Bundesrat,74,Bildung,0,0
2005,Volksinitiative,3,Bildung,0,0
2006,Nationalrat,1352,Bildung,0.03550295857988166,48
2006,Ständerat,124,Bildung,0.08064516129032258,10
2006,Bundesrat,91,Bildung,0.01098901098901099,1
2006,Volksinitiative,6,Bildung,0,0
2007,Nationalrat,1398,Bildung,0.032904148783977114,46
2007,Ständerat,136,Bildung,0.029411764705882356,4
2007,Bundesrat,82,Bildung,0.012195121951219513,1
2007,Volksinitiative,4,Bildung,0,0
2008,Nationalrat,1644,Bildung,0.028588807785888078,47
2008,Ständerat,142,Bildung,0.035211267605633804,5
2008,Bundesrat,60,Bildung,0.016666666666666666,1
2008,Volksinitiative,6,Bildung,0,0
2009,Nationalrat,2104,Bildung,0.03184410646387833,67
2009,Ständerat,201,Bildung,0.04975124378109452,10
2009,Bundesrat,79,Bildung,0.0379746835443038,3
2009,Volksinitiative,7,Bildung,0.14285714285714288,1
2010,Nationalrat,1873,Bildung,0.03523758675920982,66
2010,Ständerat,184,Bildung,0.02717391304347826,5
2010,Bundesrat,100,Bildung,0.01,1
2010,Volksinitiative,6,Bildung,0,0
2011,Nationalrat,1792,Bildung,0.026785714285714284,48
2011,Ständerat,179,Bildung,0.055865921787709494,10
2011,Bundesrat,61,Bildung,0.01639344262295082,1
2011,Volksinitiative,3,Bildung,0,0
2012,Nationalrat,1852,Bildung,0.02861771058315335,53
2012,Ständerat,187,Bildung,0.04278074866310161,8
2012,Bundesrat,84,Bildung,0.03571428571428572,3
2012,Volksinitiative,10,Bildung,0.1,1
2013,Nationalrat,1940,Bildung,0.032989690721649485,64
2013,Ständerat,182,Bildung,0.02197802197802198,4
2013,Bundesrat,86,Bildung,0.08139534883720931,7
2013,Volksinitiative,11,Bildung,0,0
2014,Nationalrat,1994,Bildung,0.058676028084252756,117
2014,Ständerat,185,Bildung,0.05405405405405405,10
2014,Bundesrat,84,Bildung,0,0
2014,Volksinitiative,7,Bildung,0.14285714285714288,1
2015,Nationalrat,1944,Bildung,0.04423868312757202,86
2015,Ständerat,174,Bildung,0.034482758620689655,6
2015,Bundesrat,71,Bildung,0.01408450704225352,1
2015,Volksinitiative,4,Bildung,0,0
2016,Nationalrat,1811,Bildung,0.04914411927112093,89
2016,Ständerat,171,Bildung,0.03508771929824561,6
2016,Bundesrat,69,Bildung,0.014492753623188406,1
2016,Volksinitiative,3,Bildung,0,0
2017,Nationalrat,2048,Bildung,0.044921875,92
2017,Ständerat,179,Bildung,0.04469273743016759,8
2017,Bundesrat,60,Bildung,0.016666666666666666,1
2017,Volksinitiative,7,Bildung,0,0
2018,Nationalrat,1127,Bildung,0.049689440993788817,56
2018,Ständerat,82,Bildung,0.06097560975609756,5
2018,Bundesrat,39,Bildung,0,0
2018,Volksinitiative,2,Bildung,0,0
2000,Nationalrat,239,Wissenschaft Forschung,0.029288702928870293,7
2000,Ständerat,33,Wissenschaft Forschung,0,0
2000,Bundesrat,9,Wissenschaft Forschung,0,0
2000,Volksinitiative,5,Wissenschaft Forschung,0,0
2001,Nationalrat,1172,Wissenschaft Forschung,0.031569965870307165,37
2001,Ständerat,122,Wissenschaft Forschung,0.03278688524590164,4
2001,Bundesrat,70,Wissenschaft Forschung,0.014285714285714285,1
2001,Volksinitiative,5,Wissenschaft Forschung,0,0
2002,Nationalrat,1139,Wissenschaft Forschung,0.015803336259877086,18
2002,Ständerat,138,Wissenschaft Forschung,0.028985507246376812,4
2002,Bundesrat,82,Wissenschaft Forschung,0.03658536585365854,3
2003,Nationalrat,1054,Wissenschaft Forschung,0.013282732447817837,14
2003,Ständerat,115,Wissenschaft Forschung,0.017391304347826087,2
2003,Bundesrat,73,Wissenschaft Forschung,0.0136986301369863,1
2003,Volksinitiative,2,Wissenschaft Forschung,0,0
2004,Nationalrat,1249,Wissenschaft Forschung,0.017614091273018415,22
2004,Ständerat,123,Wissenschaft Forschung,0.008130081300813007,1
2004,Bundesrat,75,Wissenschaft Forschung,0,0
2004,Volksinitiative,3,Wissenschaft Forschung,0,0
2005,Nationalrat,1348,Wissenschaft Forschung,0.014836795252225518,20
2005,Ständerat,135,Wissenschaft Forschung,0.029629629629629627,4
2005,Bundesrat,74,Wissenschaft Forschung,0.027027027027027025,2
2005,Volksinitiative,3,Wissenschaft Forschung,0,0
2006,Nationalrat,1352,Wissenschaft Forschung,0.025147928994082844,34
2006,Ständerat,124,Wissenschaft Forschung,0.04032258064516129,5
2006,Bundesrat,91,Wissenschaft Forschung,0.01098901098901099,1
2006,Volksinitiative,6,Wissenschaft Forschung,0,0
2007,Nationalrat,1398,Wissenschaft Forschung,0.012160228898426323,17
2007,Ständerat,136,Wissenschaft Forschung,0.014705882352941178,2
2007,Bundesrat,82,Wissenschaft Forschung,0.024390243902439025,2
2007,Volksinitiative,4,Wissenschaft Forschung,0,0
2008,Nationalrat,1644,Wissenschaft Forschung,0.012773722627737228,21
2008,Ständerat,142,Wissenschaft Forschung,0.02816901408450704,4
2008,Bundesrat,60,Wissenschaft Forschung,0.03333333333333333,2
2008,Volksinitiative,6,Wissenschaft Forschung,0,0
2009,Nationalrat,2104,Wissenschaft Forschung,0.009030418250950571,19
2009,Ständerat,201,Wissenschaft Forschung,0.01990049751243781,4
2009,Bundesrat,79,Wissenschaft Forschung,0.012658227848101267,1
2009,Volksinitiative,7,Wissenschaft Forschung,0,0
2010,Nationalrat,1873,Wissenschaft Forschung,0.014415376401494928,27
2010,Ständerat,184,Wissenschaft Forschung,0.03260869565217391,6
2010,Bundesrat,100,Wissenschaft Forschung,0.02,2
2010,Volksinitiative,6,Wissenschaft Forschung,0,0
2011,Nationalrat,1792,Wissenschaft Forschung,0.010044642857142858,18
2011,Ständerat,179,Wissenschaft Forschung,0.055865921787709494,10
2011,Bundesrat,61,Wissenschaft Forschung,0.01639344262295082,1
2011,Volksinitiative,3,Wissenschaft Forschung,0,0
2012,Nationalrat,1852,Wissenschaft Forschung,0.010259179265658747,19
2012,Ständerat,187,Wissenschaft Forschung,0.010695187165775402,2
2012,Bundesrat,84,Wissenschaft Forschung,0.011904761904761904,1
2012,Volksinitiative,10,Wissenschaft Forschung,0,0
2013,Nationalrat,1940,Wissenschaft Forschung,0.017010309278350514,33
2013,Ständerat,182,Wissenschaft Forschung,0.005494505494505495,1
2013,Bundesrat,86,Wissenschaft Forschung,0.023255813953488372,2
2013,Volksinitiative,11,Wissenschaft Forschung,0,0
2014,Nationalrat,1994,Wissenschaft Forschung,0.031093279839518553,62
2014,Ständerat,185,Wissenschaft Forschung,0.021621621621621623,4
2014,Bundesrat,84,Wissenschaft Forschung,0.023809523809523808,2
2014,Volksinitiative,7,Wissenschaft Forschung,0,0
2015,Nationalrat,1944,Wissenschaft Forschung,0.021090534979423866,41
2015,Ständerat,174,Wissenschaft Forschung,0.017241379310344827,3
2015,Bundesrat,71,Wissenschaft Forschung,0.04225352112676056,3
2015,Volksinitiative,4,Wissenschaft Forschung,0,0
2016,Nationalrat,1811,Wissenschaft Forschung,0.027609055770292653,50
2016,Ständerat,171,Wissenschaft Forschung,0.017543859649122806,3
2016,Bundesrat,69,Wissenschaft Forschung,0.028985507246376812,2
2016,Volksinitiative,3,Wissenschaft Forschung,0,0
2017,Nationalrat,2048,Wissenschaft Forschung,0.03515625,72
2017,Ständerat,179,Wissenschaft Forschung,0.01675977653631285,3
2017,Bundesrat,60,Wissenschaft Forschung,0.016666666666666666,1
2017,Volksinitiative,7,Wissenschaft Forschung,0,0
2018,Nationalrat,1127,Wissenschaft Forschung,0.026619343389529725,30
2018,Ständerat,82,Wissenschaft Forschung,0.06097560975609756,5
2018,Bundesrat,39,Wissenschaft Forschung,0,0
2018,Volksinitiative,2,Wissenschaft Forschung,0,0
2000,Nationalrat,239,Medien Kommunikation,0.09623430962343096,23
2000,Ständerat,33,Medien Kommunikation,0.09090909090909091,3
2000,Bundesrat,9,Medien Kommunikation,0,0
2000,Volksinitiative,5,Medien Kommunikation,0,0
2001,Nationalrat,1172,Medien Kommunikation,0.04778156996587031,56
2001,Ständerat,122,Medien Kommunikation,0.08196721311475409,10
2001,Bundesrat,70,Medien Kommunikation,0,0
2001,Volksinitiative,5,Medien Kommunikation,0,0
2002,Nationalrat,1139,Medien Kommunikation,0.056189640035118525,64
2002,Ständerat,138,Medien Kommunikation,0.057971014492753624,8
2002,Bundesrat,82,Medien Kommunikation,0.024390243902439025,2
2003,Nationalrat,1054,Medien Kommunikation,0.03700189753320683,39
2003,Ständerat,115,Medien Kommunikation,0.034782608695652174,4
2003,Bundesrat,73,Medien Kommunikation,0.04109589041095891,3
2003,Volksinitiative,2,Medien Kommunikation,0.5,1
2004,Nationalrat,1249,Medien Kommunikation,0.04643714971977582,58
2004,Ständerat,123,Medien Kommunikation,0.04878048780487805,6
2004,Bundesrat,75,Medien Kommunikation,0.026666666666666665,2
2004,Volksinitiative,3,Medien Kommunikation,0,0
2005,Nationalrat,1348,Medien Kommunikation,0.043026706231454,58
2005,Ständerat,135,Medien Kommunikation,0.037037037037037035,5
2005,Bundesrat,74,Medien Kommunikation,0,0
2005,Volksinitiative,3,Medien Kommunikation,0,0
2006,Nationalrat,1352,Medien Kommunikation,0.040680473372781065,55
2006,Ständerat,124,Medien Kommunikation,0.07258064516129031,9
2006,Bundesrat,91,Medien Kommunikation,0.02197802197802198,2
2006,Volksinitiative,6,Medien Kommunikation,0,0
2007,Nationalrat,1398,Medien Kommunikation,0.04434907010014306,62
2007,Ständerat,136,Medien Kommunikation,0.03676470588235294,5
2007,Bundesrat,82,Medien Kommunikation,0.012195121951219513,1
2007,Volksinitiative,4,Medien Kommunikation,0,0
2008,Nationalrat,1644,Medien Kommunikation,0.03102189781021898,51
2008,Ständerat,142,Medien Kommunikation,0.035211267605633804,5
2008,Bundesrat,60,Medien Kommunikation,0,0
2008,Volksinitiative,6,Medien Kommunikation,0,0
2009,Nationalrat,2104,Medien Kommunikation,0.054657794676806086,115
2009,Ständerat,201,Medien Kommunikation,0.06467661691542288,13
2009,Bundesrat,79,Medien Kommunikation,0.025316455696202535,2
2009,Volksinitiative,7,Medien Kommunikation,0,0
2010,Nationalrat,1873,Medien Kommunikation,0.06940736785904965,130
2010,Ständerat,184,Medien Kommunikation,0.07608695652173914,14
2010,Bundesrat,100,Medien Kommunikation,0.02,2
2010,Volksinitiative,6,Medien Kommunikation,0,0
2011,Nationalrat,1792,Medien Kommunikation,0.0390625,70
2011,Ständerat,179,Medien Kommunikation,0.04469273743016759,8
2011,Bundesrat,61,Medien Kommunikation,0.01639344262295082,1
2011,Volksinitiative,3,Medien Kommunikation,0.33333333333333337,1
2012,Nationalrat,1852,Medien Kommunikation,0.038876889848812095,72
2012,Ständerat,187,Medien Kommunikation,0.06951871657754011,13
2012,Bundesrat,84,Medien Kommunikation,0,0
2012,Volksinitiative,10,Medien Kommunikation,0,0
2013,Nationalrat,1940,Medien Kommunikation,0.0634020618556701,123
2013,Ständerat,182,Medien Kommunikation,0.054945054945054944,10
2013,Bundesrat,86,Medien Kommunikation,0.023255813953488372,2
2013,Volksinitiative,11,Medien Kommunikation,0,0
2014,Nationalrat,1994,Medien Kommunikation,0.06068204613841525,121
2014,Ständerat,185,Medien Kommunikation,0.07567567567567568,14
2014,Bundesrat,84,Medien Kommunikation,0.023809523809523808,2
2014,Volksinitiative,7,Medien Kommunikation,0,0
2015,Nationalrat,1944,Medien Kommunikation,0.08641975308641975,168
2015,Ständerat,174,Medien Kommunikation,0.11494252873563218,20
2015,Bundesrat,71,Medien Kommunikation,0.02816901408450704,2
2015,Volksinitiative,4,Medien Kommunikation,0,0
2016,Nationalrat,1811,Medien Kommunikation,0.09718387631143015,176
2016,Ständerat,171,Medien Kommunikation,0.0935672514619883,16
2016,Bundesrat,69,Medien Kommunikation,0.07246376811594203,5
2016,Volksinitiative,3,Medien Kommunikation,0.33333333333333337,1
2017,Nationalrat,2048,Medien Kommunikation,0.12744140625,261
2017,Ständerat,179,Medien Kommunikation,0.11731843575418993,21
2017,Bundesrat,60,Medien Kommunikation,0.11666666666666665,7
2017,Volksinitiative,7,Medien Kommunikation,0,0
2018,Nationalrat,1127,Medien Kommunikation,0.18278615794143743,206
2018,Ständerat,82,Medien Kommunikation,0.14634146341463417,12
2018,Bundesrat,39,Medien Kommunikation,0.025641025641025644,1
2018,Volksinitiative,2,Medien Kommunikation,0,0
2000,Nationalrat,239,Verkehr,0.08368200836820083,20
2000,Ständerat,33,Verkehr,0,0
2000,Bundesrat,9,Verkehr,0.2222222222222222,2
2000,Volksinitiative,5,Verkehr,0,0
2001,Nationalrat,1172,Verkehr,0.1672354948805461,196
2001,Ständerat,122,Verkehr,0.23770491803278687,29
2001,Bundesrat,70,Verkehr,0.04285714285714286,3
2001,Volksinitiative,5,Verkehr,0,0
2002,Nationalrat,1139,Verkehr,0.1106233538191396,126
2002,Ständerat,138,Verkehr,0.18115942028985507,25
2002,Bundesrat,82,Verkehr,0.07317073170731708,6
2003,Nationalrat,1054,Verkehr,0.127134724857685,134
2003,Ständerat,115,Verkehr,0.12173913043478261,14
2003,Bundesrat,73,Verkehr,0.0684931506849315,5
2003,Volksinitiative,2,Verkehr,0,0
2004,Nationalrat,1249,Verkehr,0.1257005604483587,157
2004,Ständerat,123,Verkehr,0.1056910569105691,13
2004,Bundesrat,75,Verkehr,0.12,9
2004,Volksinitiative,3,Verkehr,0,0
2005,Nationalrat,1348,Verkehr,0.09124629080118694,123
2005,Ständerat,135,Verkehr,0.14074074074074075,19
2005,Bundesrat,74,Verkehr,0.06756756756756757,5
2005,Volksinitiative,3,Verkehr,0,0
2006,Nationalrat,1352,Verkehr,0.10281065088757396,139
2006,Ständerat,124,Verkehr,0.11290322580645162,14
2006,Bundesrat,91,Verkehr,0.06593406593406594,6
2006,Volksinitiative,6,Verkehr,0,0
2007,Nationalrat,1398,Verkehr,0.11587982832618027,162
2007,Ständerat,136,Verkehr,0.04411764705882353,6
2007,Bundesrat,82,Verkehr,0.0975609756097561,8
2007,Volksinitiative,4,Verkehr,0,0
2008,Nationalrat,1644,Verkehr,0.12712895377128952,209
2008,Ständerat,142,Verkehr,0.08450704225352113,12
2008,Bundesrat,60,Verkehr,0.016666666666666666,1
2008,Volksinitiative,6,Verkehr,0,0
2009,Nationalrat,2104,Verkehr,0.0903041825095057,190
2009,Ständerat,201,Verkehr,0.10945273631840796,22
2009,Bundesrat,79,Verkehr,0.05063291139240507,4
2009,Volksinitiative,7,Verkehr,0,0
2010,Nationalrat,1873,Verkehr,0.09129738387613454,171
2010,Ständerat,184,Verkehr,0.10869565217391304,20
2010,Bundesrat,100,Verkehr,0.07,7
2010,Volksinitiative,6,Verkehr,0.16666666666666669,1
2011,Nationalrat,1792,Verkehr,0.07198660714285715,129
2011,Ständerat,179,Verkehr,0.10614525139664804,19
2011,Bundesrat,61,Verkehr,0.01639344262295082,1
2011,Volksinitiative,3,Verkehr,0,0
2012,Nationalrat,1852,Verkehr,0.0826133909287257,153
2012,Ständerat,187,Verkehr,0.13368983957219252,25
2012,Bundesrat,84,Verkehr,0.05952380952380953,5
2012,Volksinitiative,10,Verkehr,0.1,1
2013,Nationalrat,1940,Verkehr,0.088659793814433,172
2013,Ständerat,182,Verkehr,0.12087912087912088,22
2013,Bundesrat,86,Verkehr,0.08139534883720931,7
2013,Volksinitiative,11,Verkehr,0,0
2014,Nationalrat,1994,Verkehr,0.0962888665997994,192
2014,Ständerat,185,Verkehr,0.12432432432432432,23
2014,Bundesrat,84,Verkehr,0.05952380952380953,5
2014,Volksinitiative,7,Verkehr,0.14285714285714288,1
2015,Nationalrat,1944,Verkehr,0.1111111111111111,216
2015,Ständerat,174,Verkehr,0.13218390804597702,23
2015,Bundesrat,71,Verkehr,0.04225352112676056,3
2015,Volksinitiative,4,Verkehr,0,0
2016,Nationalrat,1811,Verkehr,0.1049144119271121,190
2016,Ständerat,171,Verkehr,0.07602339181286549,13
2016,Bundesrat,69,Verkehr,0.07246376811594203,5
2016,Volksinitiative,3,Verkehr,0,0
2017,Nationalrat,2048,Verkehr,0.09423828125,193
2017,Ständerat,179,Verkehr,0.11173184357541899,20
2017,Bundesrat,60,Verkehr,0.03333333333333333,2
2017,Volksinitiative,7,Verkehr,0.14285714285714288,1
2018,Nationalrat,1127,Verkehr,0.15173025732031944,171
2018,Ständerat,82,Verkehr,0.10975609756097562,9
2018,Bundesrat,39,Verkehr,0,0
2018,Volksinitiative,2,Verkehr,0,0
2000,Nationalrat,239,Umwelt,0.06276150627615062,15
2000,Ständerat,33,Umwelt,0.09090909090909091,3
2000,Bundesrat,9,Umwelt,0.2222222222222222,2
2000,Volksinitiative,5,Umwelt,0,0
2001,Nationalrat,1172,Umwelt,0.07167235494880546,84
2001,Ständerat,122,Umwelt,0.08196721311475409,10
2001,Bundesrat,70,Umwelt,0.02857142857142857,2
2001,Volksinitiative,5,Umwelt,0.2,1
2002,Nationalrat,1139,Umwelt,0.05179982440737489,59
2002,Ständerat,138,Umwelt,0.050724637681159424,7
2002,Bundesrat,82,Umwelt,0.08536585365853659,7
2003,Nationalrat,1054,Umwelt,0.056925996204933584,60
2003,Ständerat,115,Umwelt,0.06086956521739131,7
2003,Bundesrat,73,Umwelt,0,0
2003,Volksinitiative,2,Umwelt,0,0
2004,Nationalrat,1249,Umwelt,0.0744595676541233,93
2004,Ständerat,123,Umwelt,0.0813008130081301,10
2004,Bundesrat,75,Umwelt,0.08,6
2004,Volksinitiative,3,Umwelt,0.33333333333333337,1
2005,Nationalrat,1348,Umwelt,0.07937685459940652,107
2005,Ständerat,135,Umwelt,0.059259259259259255,8
2005,Bundesrat,74,Umwelt,0.04054054054054054,3
2005,Volksinitiative,3,Umwelt,0,0
2006,Nationalrat,1352,Umwelt,0.07618343195266272,103
2006,Ständerat,124,Umwelt,0.06451612903225806,8
2006,Bundesrat,91,Umwelt,0.02197802197802198,2
2006,Volksinitiative,6,Umwelt,0,0
2007,Nationalrat,1398,Umwelt,0.0844062947067239,118
2007,Ständerat,136,Umwelt,0.08823529411764706,12
2007,Bundesrat,82,Umwelt,0,0
2007,Volksinitiative,4,Umwelt,0.75,3
2008,Nationalrat,1644,Umwelt,0.06386861313868614,105
2008,Ständerat,142,Umwelt,0.04225352112676056,6
2008,Bundesrat,60,Umwelt,0.016666666666666666,1
2008,Volksinitiative,6,Umwelt,0.16666666666666669,1
2009,Nationalrat,2104,Umwelt,0.060361216730038025,127
2009,Ständerat,201,Umwelt,0.06467661691542288,13
2009,Bundesrat,79,Umwelt,0.012658227848101267,1
2009,Volksinitiative,7,Umwelt,0.14285714285714288,1
2010,Nationalrat,1873,Umwelt,0.06300053390282968,118
2010,Ständerat,184,Umwelt,0.059782608695652176,11
2010,Bundesrat,100,Umwelt,0.03,3
2010,Volksinitiative,6,Umwelt,0.16666666666666669,1
2011,Nationalrat,1792,Umwelt,0.046875,84
2011,Ständerat,179,Umwelt,0.03910614525139665,7
2011,Bundesrat,61,Umwelt,0.04918032786885246,3
2011,Volksinitiative,3,Umwelt,0,0
2012,Nationalrat,1852,Umwelt,0.06965442764578833,129
2012,Ständerat,187,Umwelt,0.05882352941176471,11
2012,Bundesrat,84,Umwelt,0.047619047619047616,4
2012,Volksinitiative,10,Umwelt,0,0
2013,Nationalrat,1940,Umwelt,0.06804123711340206,132
2013,Ständerat,182,Umwelt,0.038461538461538464,7
2013,Bundesrat,86,Umwelt,0.03488372093023256,3
2013,Volksinitiative,11,Umwelt,0,0
2014,Nationalrat,1994,Umwelt,0.10080240722166499,201
2014,Ständerat,185,Umwelt,0.07567567567567568,14
2014,Bundesrat,84,Umwelt,0.03571428571428572,3
2014,Volksinitiative,7,Umwelt,0.14285714285714288,1
2015,Nationalrat,1944,Umwelt,0.11934156378600823,232
2015,Ständerat,174,Umwelt,0.06896551724137931,12
2015,Bundesrat,71,Umwelt,0.04225352112676056,3
2015,Volksinitiative,4,Umwelt,0,0
2016,Nationalrat,1811,Umwelt,0.09387078961899503,170
2016,Ständerat,171,Umwelt,0.07017543859649122,12
2016,Bundesrat,69,Umwelt,0.043478260869565216,3
2016,Volksinitiative,3,Umwelt,0.33333333333333337,1
2017,Nationalrat,2048,Umwelt,0.12353515625,253
2017,Ständerat,179,Umwelt,0.10614525139664804,19
2017,Bundesrat,60,Umwelt,0.08333333333333334,5
2017,Volksinitiative,7,Umwelt,0.28571428571428575,2
2018,Nationalrat,1127,Umwelt,0.1126885536823425,127
2018,Ständerat,82,Umwelt,0.06097560975609756,5
