year,a_author_fraction,total,topic,share,n
2009,Grüne Fraktion,307,Raumplanung Wohnungswesen,0.02280130293159609,7
2009,Sozialdemokratische Fraktion,590,Raumplanung Wohnungswesen,0.01694915254237288,10
2010,FDP-Liberale Fraktion,256,Raumplanung Wohnungswesen,0.01953125,5
2010,Fraktion BD,18,Raumplanung Wohnungswesen,0.1111111111111111,2
2010,Fraktion CVP/EVP/glp,349,Raumplanung Wohnungswesen,0.014326647564469915,5
2010,Fraktion der Schweizerischen Volkspartei,589,Raumplanung Wohnungswesen,0.010186757215619695,6
2010,Fraktionslos,3,Raumplanung Wohnungswesen,0,0
2010,Grüne Fraktion,291,Raumplanung Wohnungswesen,0.010309278350515462,3
2010,Sozialdemokratische Fraktion,446,Raumplanung Wohnungswesen,0.013452914798206279,6
2011,FDP-Liberale Fraktion,252,Raumplanung Wohnungswesen,0.027777777777777776,7
2011,Fraktion BD,41,Raumplanung Wohnungswesen,0.04878048780487805,2
2011,Fraktion CVP-EVP,34,Raumplanung Wohnungswesen,0,0
2011,Fraktion CVP/EVP/glp,263,Raumplanung Wohnungswesen,0.022813688212927757,6
2011,Fraktion der Schweizerischen Volkspartei,503,Raumplanung Wohnungswesen,0.009940357852882704,5
2011,Fraktionslos,16,Raumplanung Wohnungswesen,0,0
2011,Grüne Fraktion,258,Raumplanung Wohnungswesen,0.027131782945736434,7
2011,Grünliberale Fraktion,1,Raumplanung Wohnungswesen,0,0
2011,Sozialdemokratische Fraktion,529,Raumplanung Wohnungswesen,0.03969754253308129,21
2012,FDP-Liberale Fraktion,236,Raumplanung Wohnungswesen,0.05508474576271187,13
2012,Fraktion BD,28,Raumplanung Wohnungswesen,0,0
2012,Fraktion CVP-EVP,303,Raumplanung Wohnungswesen,0.04950495049504951,15
2012,Fraktion der Schweizerischen Volkspartei,500,Raumplanung Wohnungswesen,0.018000000000000002,9
2012,Fraktionslos,25,Raumplanung Wohnungswesen,0,0
2012,Grüne Fraktion,191,Raumplanung Wohnungswesen,0.05235602094240838,10
2012,Grünliberale Fraktion,62,Raumplanung Wohnungswesen,0.04838709677419355,3
2012,Sozialdemokratische Fraktion,591,Raumplanung Wohnungswesen,0.023688663282571912,14
2013,FDP-Liberale Fraktion,232,Raumplanung Wohnungswesen,0.047413793103448273,11
2013,Fraktion BD,34,Raumplanung Wohnungswesen,0.05882352941176471,2
2013,Fraktion CVP-EVP,324,Raumplanung Wohnungswesen,0.030864197530864196,10
2013,Fraktion der Schweizerischen Volkspartei,518,Raumplanung Wohnungswesen,0.027027027027027025,14
2013,Fraktionslos,21,Raumplanung Wohnungswesen,0,0
2013,Grüne Fraktion,228,Raumplanung Wohnungswesen,0.017543859649122806,4
2013,Grünliberale Fraktion,94,Raumplanung Wohnungswesen,0.02127659574468085,2
2013,Sozialdemokratische Fraktion,591,Raumplanung Wohnungswesen,0.02707275803722504,16
2014,FDP-Liberale Fraktion,268,Raumplanung Wohnungswesen,0.05223880597014926,14
2014,Fraktion BD,39,Raumplanung Wohnungswesen,0.025641025641025644,1
2014,Fraktion CVP-EVP,334,Raumplanung Wohnungswesen,0.03592814371257485,12
2014,Fraktion der Schweizerischen Volkspartei,530,Raumplanung Wohnungswesen,0.015094339622641511,8
2014,Grüne Fraktion,229,Raumplanung Wohnungswesen,0.034934497816593885,8
2014,Grünliberale Fraktion,89,Raumplanung Wohnungswesen,0.033707865168539325,3
2014,Sozialdemokratische Fraktion,611,Raumplanung Wohnungswesen,0.04091653027823241,25
2015,CVP-Fraktion,48,Raumplanung Wohnungswesen,0.020833333333333336,1
2015,FDP-Liberale Fraktion,285,Raumplanung Wohnungswesen,0.03508771929824561,10
2015,Fraktion BD,60,Raumplanung Wohnungswesen,0.016666666666666666,1
2015,Fraktion CVP-EVP,235,Raumplanung Wohnungswesen,0.05106382978723405,12
2015,Fraktion der Schweizerischen Volkspartei,556,Raumplanung Wohnungswesen,0.014388489208633093,8
2015,Grüne Fraktion,200,Raumplanung Wohnungswesen,0.025,5
2015,Grünliberale Fraktion,82,Raumplanung Wohnungswesen,0.012195121951219513,1
2015,Sozialdemokratische Fraktion,583,Raumplanung Wohnungswesen,0.030874785591766724,18
2016,CVP-Fraktion,314,Raumplanung Wohnungswesen,0.044585987261146494,14
2016,FDP-Liberale Fraktion,259,Raumplanung Wohnungswesen,0.04633204633204633,12
2016,Fraktion BD,44,Raumplanung Wohnungswesen,0.022727272727272728,1
2016,Fraktion der Schweizerischen Volkspartei,567,Raumplanung Wohnungswesen,0.01763668430335097,10
2016,Grüne Fraktion,164,Raumplanung Wohnungswesen,0,0
2016,Grünliberale Fraktion,59,Raumplanung Wohnungswesen,0.03389830508474576,2
2016,Sozialdemokratische Fraktion,511,Raumplanung Wohnungswesen,0.023483365949119372,12
2017,CVP-Fraktion,343,Raumplanung Wohnungswesen,0.03498542274052478,12
2017,FDP-Liberale Fraktion,266,Raumplanung Wohnungswesen,0.06766917293233082,18
2017,Fraktion BD,44,Raumplanung Wohnungswesen,0.045454545454545456,2
2017,Fraktion der Schweizerischen Volkspartei,682,Raumplanung Wohnungswesen,0.020527859237536656,14
2017,Grüne Fraktion,197,Raumplanung Wohnungswesen,0.01015228426395939,2
2017,Grünliberale Fraktion,66,Raumplanung Wohnungswesen,0.030303030303030304,2
2017,Sozialdemokratische Fraktion,532,Raumplanung Wohnungswesen,0.03383458646616541,18
2018,CVP-Fraktion,196,Raumplanung Wohnungswesen,0.03571428571428572,7
2018,FDP-Liberale Fraktion,174,Raumplanung Wohnungswesen,0.034482758620689655,6
2018,Fraktion BD,28,Raumplanung Wohnungswesen,0,0
2018,Fraktion der Schweizerischen Volkspartei,307,Raumplanung Wohnungswesen,0.009771986970684038,3
2018,Grüne Fraktion,134,Raumplanung Wohnungswesen,0.00746268656716418,1
2018,Grünliberale Fraktion,40,Raumplanung Wohnungswesen,0.025,1
2018,Sozialdemokratische Fraktion,294,Raumplanung Wohnungswesen,0.030612244897959183,9
2000,Christlichdemokratische Fraktion,36,Kultur,0,0
2000,Evangelische und Unabhängige Fraktion,6,Kultur,0,0
2000,Fraktion der Schweizerischen Volkspartei,30,Kultur,0,0
2000,Fraktionslos,11,Kultur,0,0
2000,Freisinnig-demokratische Fraktion,58,Kultur,0,0
2000,Grüne Fraktion,26,Kultur,0,0
2000,Liberale Fraktion,6,Kultur,0,0
2000,Sozialdemokratische Fraktion,73,Kultur,0,0
2001,Christlichdemokratische Fraktion,183,Kultur,0.03278688524590164,6
2001,Evangelische und Unabhängige Fraktion,34,Kultur,0,0
2001,Fraktion der Schweizerischen Volkspartei,208,Kultur,0.024038461538461536,5
2001,Fraktionslos,41,Kultur,0.04878048780487805,2
2001,Freisinnig-demokratische Fraktion,174,Kultur,0.028735632183908046,5
2001,Grüne Fraktion,133,Kultur,0.02255639097744361,3
2001,Liberale Fraktion,20,Kultur,0,0
2001,Sozialdemokratische Fraktion,373,Kultur,0.029490616621983917,11
2002,Christlichdemokratische Fraktion,214,Kultur,0.014018691588785047,3
2002,Evangelische und Unabhängige Fraktion,26,Kultur,0.038461538461538464,1
2002,Fraktion der Schweizerischen Volkspartei,196,Kultur,0.03571428571428572,7
2002,Fraktionslos,45,Kultur,0,0
2002,Freisinnig-demokratische Fraktion,189,Kultur,0.026455026455026457,5
2002,Grüne Fraktion,95,Kultur,0.021052631578947368,2
2002,Liberale Fraktion,20,Kultur,0,0
2002,Sozialdemokratische Fraktion,350,Kultur,0.02,7
2003,Christlichdemokratische Fraktion,176,Kultur,0.022727272727272728,4
2003,Evangelische und Unabhängige Fraktion,26,Kultur,0,0
2003,EVP/EDU Fraktion,5,Kultur,0,0
2003,Fraktion der Schweizerischen Volkspartei,211,Kultur,0.028436018957345974,6
2003,Fraktionslos,40,Kultur,0.025,1
2003,Freisinnig-demokratische Fraktion,142,Kultur,0.00704225352112676,1
2003,Grüne Fraktion,109,Kultur,0.009174311926605505,1
2003,Liberale Fraktion,13,Kultur,0.07692307692307693,1
2003,Sozialdemokratische Fraktion,309,Kultur,0.016181229773462785,5
2004,Christlichdemokratische Fraktion,230,Kultur,0.030434782608695653,7
2004,EVP/EDU Fraktion,33,Kultur,0,0
2004,Fraktion der Schweizerischen Volkspartei,271,Kultur,0.025830258302583026,7
2004,Fraktionslos,48,Kultur,0.04166666666666667,2
2004,Freisinnig-demokratische Fraktion,187,Kultur,0.021390374331550804,4
2004,Grüne Fraktion,136,Kultur,0.007352941176470589,1
2004,Sozialdemokratische Fraktion,410,Kultur,0.02682926829268293,11
2005,Christlichdemokratische Fraktion,209,Kultur,0.014354066985645932,3
2005,EVP/EDU Fraktion,50,Kultur,0,0
2005,Fraktion der Schweizerischen Volkspartei,309,Kultur,0.01941747572815534,6
2005,Fraktionslos,61,Kultur,0,0
2005,Freisinnig-demokratische Fraktion,176,Kultur,0.03409090909090909,6
2005,Grüne Fraktion,184,Kultur,0.016304347826086956,3
2005,Sozialdemokratische Fraktion,434,Kultur,0.027649769585253458,12
2006,Christlichdemokratische Fraktion,199,Kultur,0.05527638190954774,11
2006,EVP/EDU Fraktion,45,Kultur,0,0
2006,Fraktion der Schweizerischen Volkspartei,271,Kultur,0.025830258302583026,7
2006,Fraktionslos,53,Kultur,0.018867924528301886,1
2006,Freisinnig-demokratische Fraktion,205,Kultur,0.014634146341463414,3
2006,Grüne Fraktion,216,Kultur,0.013888888888888888,3
2006,Sozialdemokratische Fraktion,421,Kultur,0.007125890736342043,3
2007,Christlichdemokratische Fraktion,146,Kultur,0.00684931506849315,1
2007,EVP/EDU Fraktion,23,Kultur,0,0
2007,Fraktion CVP/EVP/glp,29,Kultur,0,0
2007,Fraktion der Schweizerischen Volkspartei,331,Kultur,0,0
2007,Fraktionslos,35,Kultur,0,0
2007,Freisinnig-demokratische Fraktion,198,Kultur,0.020202020202020204,4
2007,Grüne Fraktion,203,Kultur,0.009852216748768473,2
2007,Sozialdemokratische Fraktion,496,Kultur,0.020161290322580645,10
2008,FDP-Liberale Fraktion,42,Kultur,0,0
2008,Fraktion CVP/EVP/glp,269,Kultur,0.011152416356877325,3
2008,Fraktion der Schweizerischen Volkspartei,448,Kultur,0.011160714285714286,5
2008,Fraktionslos,17,Kultur,0.05882352941176471,1
2008,Freisinnig-demokratische Fraktion,136,Kultur,0.022058823529411766,3
2008,Grüne Fraktion,292,Kultur,0.00684931506849315,2
2008,Sozialdemokratische Fraktion,522,Kultur,0.017241379310344827,9
2009,FDP-Liberale Fraktion,250,Kultur,0.036000000000000004,9
2009,Fraktion BD,25,Kultur,0,0
2009,Fraktion CVP/EVP/glp,359,Kultur,0.033426183844011144,12
2009,Fraktion der Schweizerischen Volkspartei,683,Kultur,0.013177159590043922,9
2009,Grüne Fraktion,307,Kultur,0.03257328990228013,10
2009,Sozialdemokratische Fraktion,590,Kultur,0.022033898305084745,13
2010,FDP-Liberale Fraktion,256,Kultur,0.015625,4
2010,Fraktion BD,18,Kultur,0.05555555555555555,1
2010,Fraktion CVP/EVP/glp,349,Kultur,0.02005730659025788,7
2010,Fraktion der Schweizerischen Volkspartei,589,Kultur,0.02037351443123939,12
2010,Fraktionslos,3,Kultur,0,0
2010,Grüne Fraktion,291,Kultur,0.037800687285223365,11
2010,Sozialdemokratische Fraktion,446,Kultur,0.026905829596412557,12
2011,FDP-Liberale Fraktion,252,Kultur,0.01984126984126984,5
2011,Fraktion BD,41,Kultur,0,0
2011,Fraktion CVP-EVP,34,Kultur,0.05882352941176471,2
2011,Fraktion CVP/EVP/glp,263,Kultur,0.022813688212927757,6
2011,Fraktion der Schweizerischen Volkspartei,503,Kultur,0.017892644135188866,9
2011,Fraktionslos,16,Kultur,0,0
2011,Grüne Fraktion,258,Kultur,0.007751937984496125,2
2011,Grünliberale Fraktion,1,Kultur,0,0
2011,Sozialdemokratische Fraktion,529,Kultur,0.003780718336483932,2
2012,FDP-Liberale Fraktion,236,Kultur,0.04237288135593221,10
2012,Fraktion BD,28,Kultur,0,0
2012,Fraktion CVP-EVP,303,Kultur,0.036303630363036306,11
2012,Fraktion der Schweizerischen Volkspartei,500,Kultur,0.012,6
2012,Fraktionslos,25,Kultur,0,0
2012,Grüne Fraktion,191,Kultur,0.010471204188481676,2
2012,Grünliberale Fraktion,62,Kultur,0.04838709677419355,3
2012,Sozialdemokratische Fraktion,591,Kultur,0.021996615905245345,13
2013,FDP-Liberale Fraktion,232,Kultur,0.06896551724137931,16
2013,Fraktion BD,34,Kultur,0.029411764705882356,1
2013,Fraktion CVP-EVP,324,Kultur,0.040123456790123455,13
2013,Fraktion der Schweizerischen Volkspartei,518,Kultur,0.02895752895752896,15
2013,Fraktionslos,21,Kultur,0,0
2013,Grüne Fraktion,228,Kultur,0,0
2013,Grünliberale Fraktion,94,Kultur,0.010638297872340425,1
2013,Sozialdemokratische Fraktion,591,Kultur,0.03214890016920474,19
2014,FDP-Liberale Fraktion,268,Kultur,0.033582089552238806,9
2014,Fraktion BD,39,Kultur,0.025641025641025644,1
2014,Fraktion CVP-EVP,334,Kultur,0.05389221556886228,18
2014,Fraktion der Schweizerischen Volkspartei,530,Kultur,0.05283018867924528,28
2014,Grüne Fraktion,229,Kultur,0.026200873362445413,6
2014,Grünliberale Fraktion,89,Kultur,0.011235955056179777,1
2014,Sozialdemokratische Fraktion,611,Kultur,0.0425531914893617,26
2015,CVP-Fraktion,48,Kultur,0.08333333333333334,4
2015,FDP-Liberale Fraktion,285,Kultur,0.04912280701754386,14
2015,Fraktion BD,60,Kultur,0,0
2015,Fraktion CVP-EVP,235,Kultur,0.02127659574468085,5
2015,Fraktion der Schweizerischen Volkspartei,556,Kultur,0.03237410071942446,18
2015,Grüne Fraktion,200,Kultur,0.01,2
2015,Grünliberale Fraktion,82,Kultur,0.03658536585365854,3
2015,Sozialdemokratische Fraktion,583,Kultur,0.04802744425385935,28
2016,CVP-Fraktion,314,Kultur,0.07006369426751592,22
2016,FDP-Liberale Fraktion,259,Kultur,0.06177606177606178,16
2016,Fraktion BD,44,Kultur,0.06818181818181818,3
2016,Fraktion der Schweizerischen Volkspartei,567,Kultur,0.04409171075837743,25
2016,Grüne Fraktion,164,Kultur,0.01829268292682927,3
2016,Grünliberale Fraktion,59,Kultur,0.03389830508474576,2
2016,Sozialdemokratische Fraktion,511,Kultur,0.03522504892367906,18
2017,CVP-Fraktion,343,Kultur,0.04373177842565598,15
2017,FDP-Liberale Fraktion,266,Kultur,0.04887218045112782,13
2017,Fraktion BD,44,Kultur,0.045454545454545456,2
2017,Fraktion der Schweizerischen Volkspartei,682,Kultur,0.05425219941348973,37
2017,Grüne Fraktion,197,Kultur,0.005076142131979695,1
2017,Grünliberale Fraktion,66,Kultur,0.030303030303030304,2
2017,Sozialdemokratische Fraktion,532,Kultur,0.03007518796992481,16
2018,CVP-Fraktion,196,Kultur,0.05102040816326531,10
2018,FDP-Liberale Fraktion,174,Kultur,0.040229885057471264,7
2018,Fraktion BD,28,Kultur,0.03571428571428572,1
2018,Fraktion der Schweizerischen Volkspartei,307,Kultur,0.04560260586319218,14
2018,Grüne Fraktion,134,Kultur,0.05970149253731344,8
2018,Grünliberale Fraktion,40,Kultur,0,0
2018,Sozialdemokratische Fraktion,294,Kultur,0.03401360544217687,10
2000,Christlichdemokratische Fraktion,36,Bildung,0.1388888888888889,5
2000,Evangelische und Unabhängige Fraktion,6,Bildung,0,0
2000,Fraktion der Schweizerischen Volkspartei,30,Bildung,0.03333333333333333,1
2000,Fraktionslos,11,Bildung,0,0
2000,Freisinnig-demokratische Fraktion,58,Bildung,0.05172413793103448,3
2000,Grüne Fraktion,26,Bildung,0,0
2000,Liberale Fraktion,6,Bildung,0,0
2000,Sozialdemokratische Fraktion,73,Bildung,0.0684931506849315,5
2001,Christlichdemokratische Fraktion,183,Bildung,0.03278688524590164,6
2001,Evangelische und Unabhängige Fraktion,34,Bildung,0,0
2001,Fraktion der Schweizerischen Volkspartei,208,Bildung,0.04807692307692307,10
2001,Fraktionslos,41,Bildung,0,0
2001,Freisinnig-demokratische Fraktion,174,Bildung,0.05747126436781609,10
2001,Grüne Fraktion,133,Bildung,0.007518796992481203,1
2001,Liberale Fraktion,20,Bildung,0.05,1
2001,Sozialdemokratische Fraktion,373,Bildung,0.05630026809651475,21
2002,Christlichdemokratische Fraktion,214,Bildung,0.04205607476635514,9
2002,Evangelische und Unabhängige Fraktion,26,Bildung,0,0
2002,Fraktion der Schweizerischen Volkspartei,196,Bildung,0.015306122448979591,3
2002,Fraktionslos,45,Bildung,0,0
2002,Freisinnig-demokratische Fraktion,189,Bildung,0.021164021164021163,4
2002,Grüne Fraktion,95,Bildung,0.031578947368421054,3
2002,Liberale Fraktion,20,Bildung,0.1,2
2002,Sozialdemokratische Fraktion,350,Bildung,0.051428571428571435,18
2003,Christlichdemokratische Fraktion,176,Bildung,0.028409090909090908,5
2003,Evangelische und Unabhängige Fraktion,26,Bildung,0,0
2003,EVP/EDU Fraktion,5,Bildung,0,0
2003,Fraktion der Schweizerischen Volkspartei,211,Bildung,0.009478672985781991,2
2003,Fraktionslos,40,Bildung,0,0
2003,Freisinnig-demokratische Fraktion,142,Bildung,0.04929577464788732,7
2003,Grüne Fraktion,109,Bildung,0.009174311926605505,1
2003,Liberale Fraktion,13,Bildung,0.15384615384615385,2
2003,Sozialdemokratische Fraktion,309,Bildung,0.042071197411003236,13
2004,Christlichdemokratische Fraktion,230,Bildung,0.052173913043478265,12
2004,EVP/EDU Fraktion,33,Bildung,0,0
2004,Fraktion der Schweizerischen Volkspartei,271,Bildung,0.04059040590405904,11
2004,Fraktionslos,48,Bildung,0.04166666666666667,2
2004,Freisinnig-demokratische Fraktion,187,Bildung,0.0481283422459893,9
2004,Grüne Fraktion,136,Bildung,0.029411764705882356,4
2004,Sozialdemokratische Fraktion,410,Bildung,0.046341463414634146,19
2005,Christlichdemokratische Fraktion,209,Bildung,0.057416267942583726,12
2005,EVP/EDU Fraktion,50,Bildung,0,0
2005,Fraktion der Schweizerischen Volkspartei,309,Bildung,0.042071197411003236,13
2005,Fraktionslos,61,Bildung,0,0
2005,Freisinnig-demokratische Fraktion,176,Bildung,0.045454545454545456,8
2005,Grüne Fraktion,184,Bildung,0.02717391304347826,5
2005,Sozialdemokratische Fraktion,434,Bildung,0.055299539170506916,24
2006,Christlichdemokratische Fraktion,199,Bildung,0.045226130653266326,9
2006,EVP/EDU Fraktion,45,Bildung,0,0
2006,Fraktion der Schweizerischen Volkspartei,271,Bildung,0.025830258302583026,7
2006,Fraktionslos,53,Bildung,0,0
2006,Freisinnig-demokratische Fraktion,205,Bildung,0.0975609756097561,20
2006,Grüne Fraktion,216,Bildung,0.013888888888888888,3
2006,Sozialdemokratische Fraktion,421,Bildung,0.04275534441805226,18
2007,Christlichdemokratische Fraktion,146,Bildung,0.020547945205479454,3
2007,EVP/EDU Fraktion,23,Bildung,0,0
2007,Fraktion CVP/EVP/glp,29,Bildung,0.10344827586206896,3
2007,Fraktion der Schweizerischen Volkspartei,331,Bildung,0.015105740181268883,5
2007,Fraktionslos,35,Bildung,0,0
2007,Freisinnig-demokratische Fraktion,198,Bildung,0.03535353535353535,7
2007,Grüne Fraktion,203,Bildung,0.029556650246305417,6
2007,Sozialdemokratische Fraktion,496,Bildung,0.04435483870967742,22
2008,FDP-Liberale Fraktion,42,Bildung,0.047619047619047616,2
2008,Fraktion CVP/EVP/glp,269,Bildung,0.03717472118959108,10
2008,Fraktion der Schweizerischen Volkspartei,448,Bildung,0.024553571428571428,11
2008,Fraktionslos,17,Bildung,0,0
2008,Freisinnig-demokratische Fraktion,136,Bildung,0.014705882352941178,2
2008,Grüne Fraktion,292,Bildung,0.0136986301369863,4
2008,Sozialdemokratische Fraktion,522,Bildung,0.038314176245210725,20
2009,FDP-Liberale Fraktion,250,Bildung,0.032,8
2009,Fraktion BD,25,Bildung,0,0
2009,Fraktion CVP/EVP/glp,359,Bildung,0.036211699164345405,13
2009,Fraktion der Schweizerischen Volkspartei,683,Bildung,0.014641288433382138,10
2009,Grüne Fraktion,307,Bildung,0.016286644951140065,5
2009,Sozialdemokratische Fraktion,590,Bildung,0.06271186440677966,37
2010,FDP-Liberale Fraktion,256,Bildung,0.05078125,13
2010,Fraktion BD,18,Bildung,0,0
2010,Fraktion CVP/EVP/glp,349,Bildung,0.05444126074498567,19
2010,Fraktion der Schweizerischen Volkspartei,589,Bildung,0.013582342954159592,8
2010,Fraktionslos,3,Bildung,0,0
2010,Grüne Fraktion,291,Bildung,0.024054982817869414,7
2010,Sozialdemokratische Fraktion,446,Bildung,0.0515695067264574,23
2011,FDP-Liberale Fraktion,252,Bildung,0.015873015873015872,4
2011,Fraktion BD,41,Bildung,0.04878048780487805,2
2011,Fraktion CVP-EVP,34,Bildung,0.029411764705882356,1
2011,Fraktion CVP/EVP/glp,263,Bildung,0.0532319391634981,14
2011,Fraktion der Schweizerischen Volkspartei,503,Bildung,0.021868787276341946,11
2011,Fraktionslos,16,Bildung,0,0
2011,Grüne Fraktion,258,Bildung,0.007751937984496125,2
2011,Grünliberale Fraktion,1,Bildung,0,0
2011,Sozialdemokratische Fraktion,529,Bildung,0.041587901701323246,22
2012,FDP-Liberale Fraktion,236,Bildung,0.00847457627118644,2
2012,Fraktion BD,28,Bildung,0.03571428571428572,1
2012,Fraktion CVP-EVP,303,Bildung,0.0462046204620462,14
2012,Fraktion der Schweizerischen Volkspartei,500,Bildung,0.013999999999999999,7
2012,Fraktionslos,25,Bildung,0.04,1
2012,Grüne Fraktion,191,Bildung,0.015706806282722516,3
2012,Grünliberale Fraktion,62,Bildung,0.016129032258064516,1
2012,Sozialdemokratische Fraktion,591,Bildung,0.04568527918781726,27
2013,FDP-Liberale Fraktion,232,Bildung,0.02586206896551724,6
2013,Fraktion BD,34,Bildung,0.029411764705882356,1
2013,Fraktion CVP-EVP,324,Bildung,0.06172839506172839,20
2013,Fraktion der Schweizerischen Volkspartei,518,Bildung,0.013513513513513513,7
2013,Fraktionslos,21,Bildung,0,0
2013,Grüne Fraktion,228,Bildung,0.008771929824561403,2
2013,Grünliberale Fraktion,94,Bildung,0,0
2013,Sozialdemokratische Fraktion,591,Bildung,0.050761421319796954,30
2014,FDP-Liberale Fraktion,268,Bildung,0.055970149253731345,15
2014,Fraktion BD,39,Bildung,0.07692307692307693,3
2014,Fraktion CVP-EVP,334,Bildung,0.0718562874251497,24
2014,Fraktion der Schweizerischen Volkspartei,530,Bildung,0.04150943396226415,22
2014,Grüne Fraktion,229,Bildung,0.030567685589519653,7
2014,Grünliberale Fraktion,89,Bildung,0.04494382022471911,4
2014,Sozialdemokratische Fraktion,611,Bildung,0.06873977086743044,42
2015,CVP-Fraktion,48,Bildung,0.0625,3
2015,FDP-Liberale Fraktion,285,Bildung,0.03508771929824561,10
2015,Fraktion BD,60,Bildung,0.06666666666666667,4
2015,Fraktion CVP-EVP,235,Bildung,0.055319148936170216,13
2015,Fraktion der Schweizerischen Volkspartei,556,Bildung,0.019784172661870502,11
2015,Grüne Fraktion,200,Bildung,0.03,6
2015,Grünliberale Fraktion,82,Bildung,0.024390243902439025,2
2015,Sozialdemokratische Fraktion,583,Bildung,0.06689536878216124,39
2016,CVP-Fraktion,314,Bildung,0.07643312101910828,24
2016,FDP-Liberale Fraktion,259,Bildung,0.042471042471042476,11
2016,Fraktion BD,44,Bildung,0.06818181818181818,3
2016,Fraktion der Schweizerischen Volkspartei,567,Bildung,0.019400352733686066,11
2016,Grüne Fraktion,164,Bildung,0.06097560975609756,10
2016,Grünliberale Fraktion,59,Bildung,0.03389830508474576,2
2016,Sozialdemokratische Fraktion,511,Bildung,0.06262230919765166,32
2017,CVP-Fraktion,343,Bildung,0.06705539358600583,23
2017,FDP-Liberale Fraktion,266,Bildung,0.041353383458646614,11
2017,Fraktion BD,44,Bildung,0.11363636363636363,5
2017,Fraktion der Schweizerischen Volkspartei,682,Bildung,0.020527859237536656,14
2017,Grüne Fraktion,197,Bildung,0.03553299492385787,7
2017,Grünliberale Fraktion,66,Bildung,0.030303030303030304,2
2017,Sozialdemokratische Fraktion,532,Bildung,0.06203007518796992,33
2018,CVP-Fraktion,196,Bildung,0.11734693877551021,23
2018,FDP-Liberale Fraktion,174,Bildung,0.07471264367816093,13
2018,Fraktion BD,28,Bildung,0.03571428571428572,1
2018,Fraktion der Schweizerischen Volkspartei,307,Bildung,0.026058631921824102,8
2018,Grüne Fraktion,134,Bildung,0.022388059701492536,3
2018,Grünliberale Fraktion,40,Bildung,0.025,1
2018,Sozialdemokratische Fraktion,294,Bildung,0.04081632653061225,12
2000,Christlichdemokratische Fraktion,36,Wissenschaft Forschung,0.027777777777777776,1
2000,Evangelische und Unabhängige Fraktion,6,Wissenschaft Forschung,0,0
2000,Fraktion der Schweizerischen Volkspartei,30,Wissenschaft Forschung,0.03333333333333333,1
2000,Fraktionslos,11,Wissenschaft Forschung,0,0
2000,Freisinnig-demokratische Fraktion,58,Wissenschaft Forschung,0,0
2000,Grüne Fraktion,26,Wissenschaft Forschung,0.038461538461538464,1
2000,Liberale Fraktion,6,Wissenschaft Forschung,0.16666666666666669,1
2000,Sozialdemokratische Fraktion,73,Wissenschaft Forschung,0.0273972602739726,2
2001,Christlichdemokratische Fraktion,183,Wissenschaft Forschung,0.0273224043715847,5
2001,Evangelische und Unabhängige Fraktion,34,Wissenschaft Forschung,0,0
2001,Fraktion der Schweizerischen Volkspartei,208,Wissenschaft Forschung,0.019230769230769232,4
2001,Fraktionslos,41,Wissenschaft Forschung,0.024390243902439025,1
2001,Freisinnig-demokratische Fraktion,174,Wissenschaft Forschung,0.06321839080459771,11
2001,Grüne Fraktion,133,Wissenschaft Forschung,0.015037593984962405,2
2001,Liberale Fraktion,20,Wissenschaft Forschung,0.35,7
2001,Sozialdemokratische Fraktion,373,Wissenschaft Forschung,0.02680965147453083,10
2002,Christlichdemokratische Fraktion,214,Wissenschaft Forschung,0.028037383177570093,6
2002,Evangelische und Unabhängige Fraktion,26,Wissenschaft Forschung,0,0
2002,Fraktion der Schweizerischen Volkspartei,196,Wissenschaft Forschung,0.005102040816326531,1
2002,Fraktionslos,45,Wissenschaft Forschung,0.022222222222222223,1
2002,Freisinnig-demokratische Fraktion,189,Wissenschaft Forschung,0.021164021164021163,4
2002,Grüne Fraktion,95,Wissenschaft Forschung,0.021052631578947368,2
2002,Liberale Fraktion,20,Wissenschaft Forschung,0.1,2
2002,Sozialdemokratische Fraktion,350,Wissenschaft Forschung,0.011428571428571429,4
2003,Christlichdemokratische Fraktion,176,Wissenschaft Forschung,0.017045454545454544,3
2003,Evangelische und Unabhängige Fraktion,26,Wissenschaft Forschung,0,0
2003,EVP/EDU Fraktion,5,Wissenschaft Forschung,0,0
2003,Fraktion der Schweizerischen Volkspartei,211,Wissenschaft Forschung,0.009478672985781991,2
2003,Fraktionslos,40,Wissenschaft Forschung,0,0
2003,Freisinnig-demokratische Fraktion,142,Wissenschaft Forschung,0.00704225352112676,1
2003,Grüne Fraktion,109,Wissenschaft Forschung,0,0
2003,Liberale Fraktion,13,Wissenschaft Forschung,0,0
2003,Sozialdemokratische Fraktion,309,Wissenschaft Forschung,0.0032362459546925564,1
2004,Christlichdemokratische Fraktion,230,Wissenschaft Forschung,0.008695652173913044,2
2004,EVP/EDU Fraktion,33,Wissenschaft Forschung,0,0
2004,Fraktion der Schweizerischen Volkspartei,271,Wissenschaft Forschung,0.011070110701107012,3
2004,Fraktionslos,48,Wissenschaft Forschung,0,0
2004,Freisinnig-demokratische Fraktion,187,Wissenschaft Forschung,0.0481283422459893,9
2004,Grüne Fraktion,136,Wissenschaft Forschung,0.014705882352941178,2
2004,Sozialdemokratische Fraktion,410,Wissenschaft Forschung,0.014634146341463414,6
